Foot,Phase,Slope,Intervention,Max Flexion,Max Abduction,Max Adduction,Max Internal Rotation,Max External Rotation,,,,,,,,,,,,,
Left,P7,30,2,96.96,N/A,-16.87,N/A,-13.51,,,,,,,,,,,,,
Left,P7,30,2,95.05,N/A,-20.37,N/A,-10.46,,,,,,,,,,,,,
Left,P7,30,2,98.43,13.89,N/A,N/A,-12.25,,,,,,,,,,,,,
Left,P7,30,2,97.12,13.73,N/A,N/A,-9.78,,,,,,,,,,,,,
Left,P7,30,2,99.57,13.26,N/A,N/A,-11.48,,,,,,,,,,,,,
Left,P7,30,2,98.32,15.61,N/A,N/A,-8.47,,,,,,,,,,,,,
Left,P7,30,2,95.48,15.18,-1.83,N/A,-9.85,,,,,,,,,,,,,
Left,P7,30,2,139.81,N/A,-7.98,N/A,-8.96,,,,,,,,,,,,,
Left,P7,30,2,137.98,N/A,-7.79,N/A,-9.88,,,,,,,,,,,,,
Left,P7,30,2,139.64,N/A,-7.28,N/A,-11.62,,,,,,,,,,,,,
Left,P7,30,2,139.17,N/A,-8.11,N/A,-11.19,,,,,,,,,,,,,
Left,P7,30,2,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,2,157.01,16.68,N/A,N/A,-26.71,,,,,,,,,,,,,
Left,P7,30,2,153.86,10.31,N/A,N/A,-23.56,,,,,,,,,,,,,
Left,P7,30,2,154.40,8.10,N/A,N/A,-22.52,,,,,,,,,,,,,
Left,P7,30,2,154.36,8.14,N/A,N/A,-24.94,,,,,,,,,,,,,
Left,P7,30,2,153.15,6.85,N/A,N/A,-22.22,,,,,,,,,,,,,
Left,P7,30,2,126.95,6.00,N/A,N/A,-5.58,,,,,,,,,,,,,
Left,P7,30,2,128.16,4.39,-3.90,N/A,-6.20,,,,,,,,,,,,,
Left,P7,30,2,128.78,6.18,N/A,1.89,-5.79,,,,,,,,,,,,,
Left,P7,30,2,129.38,5.37,N/A,2.23,-6.78,,,,,,,,,,,,,
Left,P7,30,2,130.30,4.97,N/A,0.93,-7.82,,,,,,,,,,,,,
Left,P7,30,2,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,2,142.10,N/A,-15.64,0.53,-1.73,,,,,,,,,,,,,
Left,P7,30,2,148.34,N/A,-11.45,4.33,-4.36,,,,,,,,,,,,,
Left,P7,30,2,148.61,N/A,-9.94,4.86,-3.94,,,,,,,,,,,,,
Left,P7,30,2,148.87,N/A,-10.65,4.94,-4.62,,,,,,,,,,,,,
Left,P7,30,2,91.14,4.82,-8.66,N/A,-4.84,,,,,,,,,,,,,
Left,P7,30,2,93.34,7.12,-10.67,N/A,-3.17,,,,,,,,,,,,,
Left,P7,30,2,113.83,4.68,-6.53,1.97,-3.65,,,,,,,,,,,,,
Left,P7,30,2,119.90,3.71,-5.00,4.48,N/A,,,,,,,,,,,,,
Left,P7,30,2,109.05,6.48,-8.24,2.70,-0.75,,,,,,,,,,,,,
Left,P7,30,2,139.19,N/A,-5.55,N/A,-10.41,,,,,,,,,,,,,
Left,P7,30,2,139.02,N/A,-6.11,N/A,-12.44,,,,,,,,,,,,,
Left,P7,30,2,139.68,N/A,-9.04,N/A,-11.60,,,,,,,,,,,,,
Left,P7,30,2,139.85,N/A,-6.17,N/A,-10.68,,,,,,,,,,,,,
Left,P7,30,2,139.89,N/A,-6.33,N/A,-8.43,,,,,,,,,,,,,
Left,P7,30,2,93.69,3.64,-3.10,N/A,-3.04,,,,,,,,,,,,,
Left,P7,30,2,93.05,6.24,-2.46,N/A,-4.30,,,,,,,,,,,,,
Left,P7,30,2,91.31,5.17,-1.28,N/A,-4.07,,,,,,,,,,,,,
Left,P7,30,2,90.98,6.85,-3.95,N/A,-4.17,,,,,,,,,,,,,
Left,P7,30,2,93.00,5.32,N/A,N/A,-3.02,,,,,,,,,,,,,
Left,P7,30,3,89.13,N/A,-15.12,N/A,-10.04,,,,,,,,,,,,,
Left,P7,30,3,97.08,N/A,-11.45,0.57,-2.90,,,,,,,,,,,,,
Left,P7,30,3,94.53,N/A,-18.10,1.88,-5.24,,,,,,,,,,,,,
Left,P7,30,3,98.39,N/A,-21.19,4.14,-4.44,,,,,,,,,,,,,
Left,P7,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,3,95.66,15.77,N/A,N/A,-10.37,,,,,,,,,,,,,
Left,P7,30,3,96.44,16.64,N/A,N/A,-9.99,,,,,,,,,,,,,
Left,P7,30,3,100.15,18.25,N/A,N/A,-8.65,,,,,,,,,,,,,
Left,P7,30,3,92.58,16.63,N/A,N/A,-6.66,,,,,,,,,,,,,
Left,P7,30,3,95.76,19.39,N/A,N/A,-4.79,,,,,,,,,,,,,
Left,P7,30,3,142.60,N/A,-5.21,N/A,-5.58,,,,,,,,,,,,,
Left,P7,30,3,142.90,N/A,-4.63,N/A,-9.99,,,,,,,,,,,,,
Left,P7,30,3,140.75,N/A,-4.72,N/A,-8.19,,,,,,,,,,,,,
Left,P7,30,3,143.06,N/A,-4.46,0.38,-10.35,,,,,,,,,,,,,
Left,P7,30,3,143.38,N/A,-4.86,N/A,-10.73,,,,,,,,,,,,,
Left,P7,30,3,152.83,14.16,N/A,N/A,-18.96,,,,,,,,,,,,,
Left,P7,30,3,150.99,13.72,N/A,N/A,-19.40,,,,,,,,,,,,,
Left,P7,30,3,151.13,13.10,N/A,N/A,-21.93,,,,,,,,,,,,,
Left,P7,30,3,150.90,12.80,N/A,N/A,-19.72,,,,,,,,,,,,,
Left,P7,30,3,151.18,14.33,N/A,N/A,-19.99,,,,,,,,,,,,,
Left,P7,30,3,78.21,11.09,N/A,3.47,N/A,,,,,,,,,,,,,
Left,P7,30,3,80.73,9.70,N/A,2.65,N/A,,,,,,,,,,,,,
Left,P7,30,3,78.31,10.38,-0.44,2.52,N/A,,,,,,,,,,,,,
Left,P7,30,3,78.37,10.24,N/A,2.72,N/A,,,,,,,,,,,,,
Left,P7,30,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,3,150.46,0.39,-4.74,10.74,-1.87,,,,,,,,,,,,,
Left,P7,30,3,94.89,N/A,-14.72,N/A,-8.85,,,,,,,,,,,,,
Left,P7,30,3,151.75,2.27,-3.49,11.69,-0.61,,,,,,,,,,,,,
Left,P7,30,3,150.66,1.98,-3.03,8.06,-1.02,,,,,,,,,,,,,
Left,P7,30,3,152.30,N/A,-4.55,8.15,-4.88,,,,,,,,,,,,,
Left,P7,30,3,131.88,N/A,-9.85,N/A,-12.36,,,,,,,,,,,,,
Left,P7,30,3,127.00,N/A,-5.78,0.86,-7.68,,,,,,,,,,,,,
Left,P7,30,3,127.32,N/A,-4.86,2.63,-8.92,,,,,,,,,,,,,
Left,P7,30,3,111.12,2.51,-6.04,N/A,-5.90,,,,,,,,,,,,,
Left,P7,30,3,123.62,1.99,-8.33,N/A,-10.31,,,,,,,,,,,,,
Left,P7,30,3,144.59,N/A,-10.29,2.02,-8.13,,,,,,,,,,,,,
Left,P7,30,3,146.12,N/A,-9.22,1.46,-2.90,,,,,,,,,,,,,
Left,P7,30,3,146.36,N/A,-8.51,3.22,-3.36,,,,,,,,,,,,,
Left,P7,30,3,146.56,N/A,-6.96,1.51,-1.54,,,,,,,,,,,,,
Left,P7,30,3,143.84,N/A,-7.22,3.54,-0.64,,,,,,,,,,,,,
Left,P7,30,3,95.67,5.51,N/A,1.37,N/A,,,,,,,,,,,,,
Left,P7,30,3,93.40,5.17,N/A,1.00,-0.61,,,,,,,,,,,,,
Left,P7,30,3,92.00,4.83,-2.63,1.35,-0.77,,,,,,,,,,,,,
Left,P7,30,3,94.62,4.93,-0.95,0.81,-1.32,,,,,,,,,,,,,
Left,P7,30,3,94.98,5.31,N/A,0.70,-1.50,,,,,,,,,,,,,
Left,P7,30,4,146.08,N/A,-14.95,12.40,N/A,,,,,,,,,,,,,
Left,P7,30,4,147.38,N/A,-9.96,8.46,N/A,,,,,,,,,,,,,
Left,P7,30,4,147.52,N/A,-9.70,8.50,N/A,,,,,,,,,,,,,
Left,P7,30,4,148.61,N/A,-10.98,9.36,N/A,,,,,,,,,,,,,
Left,P7,30,4,148.19,N/A,-10.02,8.33,N/A,,,,,,,,,,,,,
Left,P7,30,4,112.48,21.27,N/A,N/A,-10.88,,,,,,,,,,,,,
Left,P7,30,4,115.60,23.73,N/A,N/A,-4.76,,,,,,,,,,,,,
Left,P7,30,4,118.95,18.94,N/A,N/A,-11.50,,,,,,,,,,,,,
Left,P7,30,4,115.78,24.42,N/A,N/A,-6.21,,,,,,,,,,,,,
Left,P7,30,4,117.11,21.95,N/A,N/A,-6.18,,,,,,,,,,,,,
Left,P7,30,4,139.64,N/A,-5.44,N/A,-13.79,,,,,,,,,,,,,
Left,P7,30,4,139.55,N/A,-5.75,N/A,-12.38,,,,,,,,,,,,,
Left,P7,30,4,139.80,N/A,-6.29,N/A,-12.30,,,,,,,,,,,,,
Left,P7,30,4,144.27,N/A,-6.37,N/A,-12.08,,,,,,,,,,,,,
Left,P7,30,4,140.91,N/A,-5.62,N/A,-11.29,,,,,,,,,,,,,
Left,P7,30,4,141.92,11.79,N/A,N/A,-16.37,,,,,,,,,,,,,
Left,P7,30,4,144.54,9.15,N/A,N/A,-17.36,,,,,,,,,,,,,
Left,P7,30,4,144.26,12.59,N/A,N/A,-19.63,,,,,,,,,,,,,
Left,P7,30,4,144.86,10.91,N/A,N/A,-19.05,,,,,,,,,,,,,
Left,P7,30,4,145.87,11.51,N/A,N/A,-21.02,,,,,,,,,,,,,
Left,P7,30,4,86.90,16.98,N/A,N/A,-1.82,,,,,,,,,,,,,
Left,P7,30,4,85.01,16.78,N/A,1.09,-1.11,,,,,,,,,,,,,
Left,P7,30,4,85.74,16.78,N/A,1.88,-0.12,,,,,,,,,,,,,
Left,P7,30,4,82.45,14.82,N/A,2.38,N/A,,,,,,,,,,,,,
Left,P7,30,4,85.11,16.05,N/A,2.49,N/A,,,,,,,,,,,,,
Left,P7,30,4,146.91,N/A,-11.04,6.61,-0.22,,,,,,,,,,,,,
Left,P7,30,4,147.03,N/A,-8.18,5.06,-1.65,,,,,,,,,,,,,
Left,P7,30,4,147.64,N/A,-8.66,2.27,-2.02,,,,,,,,,,,,,
Left,P7,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,4,135.39,N/A,-5.39,6.41,-1.43,,,,,,,,,,,,,
Left,P7,30,4,134.78,N/A,-5.30,6.33,-0.46,,,,,,,,,,,,,
Left,P7,30,4,136.02,N/A,-5.76,6.86,-3.51,,,,,,,,,,,,,
Left,P7,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Left,P7,30,4,138.70,N/A,-3.66,N/A,-9.47,,,,,,,,,,,,,
Left,P7,30,4,139.49,N/A,-3.54,N/A,-9.48,,,,,,,,,,,,,
Left,P7,30,4,136.98,N/A,-6.96,1.57,-4.15,,,,,,,,,,,,,
Left,P7,30,4,139.48,N/A,-5.80,N/A,-10.36,,,,,,,,,,,,,
Left,P7,30,4,139.74,N/A,-7.37,N/A,-14.25,,,,,,,,,,,,,
Left,P7,30,4,135.51,2.89,-1.77,12.18,N/A,,,,,,,,,,,,,
Left,P7,30,4,136.43,6.38,-2.59,11.28,N/A,,,,,,,,,,,,,
Left,P7,30,4,135.52,5.04,-1.88,8.88,N/A,,,,,,,,,,,,,
Left,P7,30,4,135.91,1.67,-1.49,9.01,N/A,,,,,,,,,,,,,
Left,P7,30,4,135.74,3.16,-1.91,9.57,N/A,,,,,,,,,,,,,
Right,P1,0,1,132.69,N/A,-6.92,4.48,-1.52,,,,,,,,,,,,,
Right,P1,0,1,130.31,3.53,-5.58,6.69,-3.77,,,,,,,,,,,,,
Right,P1,0,1,131.72,N/A,-5.79,11.42,N/A,,,,,,,,,,,,,
Right,P1,0,1,133.74,N/A,-4.90,9.10,N/A,,,,,,,,,,,,,
Right,P1,0,1,138.87,N/A,-8.11,12.55,N/A,,,,,,,,,,,,,
Right,P1,0,1,138.07,9.07,N/A,N/A,-15.90,,,,,,,,,,,,,
Right,P1,0,1,138.19,12.39,N/A,N/A,-18.51,,,,,,,,,,,,,
Right,P1,0,1,137.51,14.82,N/A,N/A,-16.56,,,,,,,,,,,,,
Right,P1,0,1,137.29,16.25,N/A,N/A,-14.64,,,,,,,,,,,,,
Right,P1,0,1,135.08,16.80,N/A,N/A,-5.40,,,,,,,,,,,,,
Right,P1,0,1,140.84,N/A,-5.95,13.05,N/A,,,,,,,,,,,,,
Right,P1,0,1,142.68,N/A,-5.97,15.46,N/A,,,,,,,,,,,,,
Right,P1,0,1,143.67,N/A,-5.84,13.89,N/A,,,,,,,,,,,,,
Right,P1,0,1,144.02,N/A,-6.64,16.55,N/A,,,,,,,,,,,,,
Right,P1,0,1,142.22,N/A,-7.04,14.62,N/A,,,,,,,,,,,,,
Right,P1,0,1,155.10,N/A,-6.75,6.80,-0.20,,,,,,,,,,,,,
Right,P1,0,1,154.95,N/A,-8.33,5.15,-0.90,,,,,,,,,,,,,
Right,P1,0,1,155.03,N/A,-8.27,4.57,-1.08,,,,,,,,,,,,,
Right,P1,0,1,154.83,N/A,-8.38,3.06,-1.29,,,,,,,,,,,,,
Right,P1,0,1,154.67,N/A,-8.55,3.64,-1.82,,,,,,,,,,,,,
Right,P1,0,1,123.41,7.52,-2.81,16.99,N/A,,,,,,,,,,,,,
Right,P1,0,1,123.68,8.34,N/A,13.65,N/A,,,,,,,,,,,,,
Right,P1,0,1,123.06,8.64,-2.66,14.91,N/A,,,,,,,,,,,,,
Right,P1,0,1,123.46,8.71,-4.45,16.06,N/A,,,,,,,,,,,,,
Right,P1,0,1,120.72,8.50,-4.08,14.60,N/A,,,,,,,,,,,,,
Right,P1,0,1,151.55,4.91,-6.02,30.26,N/A,,,,,,,,,,,,,
Right,P1,0,1,155.86,N/A,-3.84,19.74,N/A,,,,,,,,,,,,,
Right,P1,0,1,154.54,N/A,-4.74,18.39,N/A,,,,,,,,,,,,,
Right,P1,0,1,155.40,N/A,-5.20,19.38,N/A,,,,,,,,,,,,,
Right,P1,0,1,155.07,N/A,-6.36,20.11,N/A,,,,,,,,,,,,,
Right,P1,0,1,128.99,3.94,-4.54,0.25,-9.63,,,,,,,,,,,,,
Right,P1,0,1,132.73,6.74,-4.81,3.98,-8.27,,,,,,,,,,,,,
Right,P1,0,1,130.44,5.23,-4.28,4.00,-9.63,,,,,,,,,,,,,
Right,P1,0,1,132.76,5.91,-4.47,6.15,-9.00,,,,,,,,,,,,,
Right,P1,0,1,130.02,6.17,-3.63,4.44,-9.31,,,,,,,,,,,,,
Right,P1,0,1,135.77,15.97,N/A,N/A,-20.54,,,,,,,,,,,,,
Right,P1,0,1,138.10,14.25,N/A,N/A,-20.55,,,,,,,,,,,,,
Right,P1,0,1,138.87,12.71,N/A,N/A,-22.24,,,,,,,,,,,,,
Right,P1,0,1,139.65,10.68,N/A,N/A,-18.52,,,,,,,,,,,,,
Right,P1,0,1,138.90,11.02,N/A,N/A,-18.89,,,,,,,,,,,,,
Right,P1,0,1,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P1,0,1,137.64,N/A,-5.99,9.62,N/A,,,,,,,,,,,,,
Right,P1,0,1,127.04,5.03,N/A,0.45,-6.97,,,,,,,,,,,,,
Right,P1,0,1,125.88,7.41,N/A,2.14,-7.55,,,,,,,,,,,,,
Right,P1,0,1,126.92,7.13,N/A,1.02,-7.71,,,,,,,,,,,,,
Right,P1,0,1,128.41,8.07,N/A,2.00,-7.61,,,,,,,,,,,,,
Right,P1,0,2,118.98,N/A,-12.67,1.03,-6.23,,,,,,,,,,,,,
Right,P1,0,2,124.33,N/A,-14.15,1.86,-7.01,,,,,,,,,,,,,
Right,P1,0,2,121.07,N/A,-11.16,4.50,-4.76,,,,,,,,,,,,,
Right,P1,0,2,122.22,N/A,-10.78,5.38,-7.73,,,,,,,,,,,,,
Right,P1,0,2,123.82,N/A,-10.85,4.93,-9.69,,,,,,,,,,,,,
Right,P1,0,2,133.98,10.91,N/A,N/A,-19.26,,,,,,,,,,,,,
Right,P1,0,2,134.95,14.34,N/A,N/A,-16.67,,,,,,,,,,,,,
Right,P1,0,2,137.64,15.40,N/A,N/A,-16.84,,,,,,,,,,,,,
Right,P1,0,2,137.46,15.60,N/A,N/A,-17.81,,,,,,,,,,,,,
Right,P1,0,2,138.95,16.28,N/A,N/A,-18.29,,,,,,,,,,,,,
Right,P1,0,2,138.43,N/A,-8.10,13.08,N/A,,,,,,,,,,,,,
Right,P1,0,2,139.74,N/A,-8.98,12.11,N/A,,,,,,,,,,,,,
Right,P1,0,2,139.52,N/A,-8.63,11.72,N/A,,,,,,,,,,,,,
Right,P1,0,2,139.60,N/A,-7.74,13.38,N/A,,,,,,,,,,,,,
Right,P1,0,2,140.24,N/A,-8.55,12.90,N/A,,,,,,,,,,,,,
Right,P1,0,2,149.20,N/A,-9.63,N/A,-11.33,,,,,,,,,,,,,
Right,P1,0,2,149.75,N/A,-8.03,N/A,-12.12,,,,,,,,,,,,,
Right,P1,0,2,149.80,N/A,-10.55,N/A,-11.52,,,,,,,,,,,,,
Right,P1,0,2,149.96,N/A,-9.52,N/A,-13.83,,,,,,,,,,,,,
Right,P1,0,2,149.76,N/A,-10.63,N/A,-10.71,,,,,,,,,,,,,
Right,P1,0,2,120.94,N/A,-6.41,10.60,N/A,,,,,,,,,,,,,
Right,P1,0,2,124.65,2.82,-5.98,13.94,N/A,,,,,,,,,,,,,
Right,P1,0,2,124.43,4.26,-6.09,13.69,N/A,,,,,,,,,,,,,
Right,P1,0,2,123.05,4.83,-3.98,7.81,N/A,,,,,,,,,,,,,
Right,P1,0,2,125.04,6.20,-5.97,11.96,N/A,,,,,,,,,,,,,
Right,P1,0,2,146.29,N/A,-3.16,16.85,N/A,,,,,,,,,,,,,
Right,P1,0,2,146.92,N/A,-6.89,8.16,N/A,,,,,,,,,,,,,
Right,P1,0,2,147.86,N/A,-8.70,4.38,N/A,,,,,,,,,,,,,
Right,P1,0,2,147.65,N/A,-11.91,6.81,N/A,,,,,,,,,,,,,
Right,P1,0,2,144.99,N/A,-10.20,3.79,N/A,,,,,,,,,,,,,
Right,P1,0,2,125.48,4.24,-2.53,N/A,-14.63,,,,,,,,,,,,,
Right,P1,0,2,125.01,4.45,-3.95,N/A,-13.62,,,,,,,,,,,,,
Right,P1,0,2,126.58,5.15,-2.32,N/A,-10.57,,,,,,,,,,,,,
Right,P1,0,2,127.33,4.76,-3.23,N/A,-12.56,,,,,,,,,,,,,
Right,P1,0,2,125.76,6.81,-2.87,N/A,-9.22,,,,,,,,,,,,,
Right,P1,0,2,136.32,6.08,N/A,N/A,-23.71,,,,,,,,,,,,,
Right,P1,0,2,133.48,6.98,N/A,N/A,-22.93,,,,,,,,,,,,,
Right,P1,0,2,135.84,5.45,N/A,N/A,-24.15,,,,,,,,,,,,,
Right,P1,0,2,135.45,3.84,N/A,N/A,-24.73,,,,,,,,,,,,,
Right,P1,0,2,137.55,5.29,N/A,N/A,-27.20,,,,,,,,,,,,,
Right,P1,0,2,136.84,5.77,N/A,N/A,-25.93,,,,,,,,,,,,,
Right,P1,0,2,127.73,6.20,N/A,N/A,-6.39,,,,,,,,,,,,,
Right,P1,0,2,128.34,7.67,N/A,N/A,-9.02,,,,,,,,,,,,,
Right,P1,0,2,127.52,8.34,N/A,N/A,-9.62,,,,,,,,,,,,,
Right,P1,0,2,126.97,8.52,N/A,N/A,-10.19,,,,,,,,,,,,,
Right,P1,0,2,127.44,7.80,N/A,N/A,-10.22,,,,,,,,,,,,,
Right,P1,0,3,133.73,N/A,-12.47,11.41,N/A,,,,,,,,,,,,,
Right,P1,0,3,126.12,N/A,-9.83,9.19,-3.22,,,,,,,,,,,,,
Right,P1,0,3,121.64,N/A,-13.28,8.93,-4.03,,,,,,,,,,,,,
Right,P1,0,3,124.20,N/A,-10.34,7.94,-7.04,,,,,,,,,,,,,
Right,P1,0,3,122.81,N/A,-10.57,6.27,-10.54,,,,,,,,,,,,,
Right,P1,0,3,131.90,11.20,N/A,N/A,-17.97,,,,,,,,,,,,,
Right,P1,0,3,134.80,10.37,N/A,N/A,-20.61,,,,,,,,,,,,,
Right,P1,0,3,135.83,12.58,N/A,N/A,-19.83,,,,,,,,,,,,,
Right,P1,0,3,113.84,12.92,N/A,N/A,-18.61,,,,,,,,,,,,,
Right,P1,0,3,136.24,14.71,N/A,N/A,-17.25,,,,,,,,,,,,,
Right,P1,0,3,144.22,N/A,-8.35,10.33,N/A,,,,,,,,,,,,,
Right,P1,0,3,145.78,N/A,-7.57,14.83,N/A,,,,,,,,,,,,,
Right,P1,0,3,146.87,N/A,-6.20,14.86,N/A,,,,,,,,,,,,,
Right,P1,0,3,146.27,N/A,-6.56,14.31,N/A,,,,,,,,,,,,,
Right,P1,0,3,145.25,N/A,-7.42,16.15,N/A,,,,,,,,,,,,,
Right,P1,0,3,154.10,N/A,-7.34,3.06,-3.74,,,,,,,,,,,,,
Right,P1,0,3,154.92,N/A,-8.90,1.05,-5.96,,,,,,,,,,,,,
Right,P1,0,3,154.12,N/A,-8.92,0.21,-6.60,,,,,,,,,,,,,
Right,P1,0,3,154.57,N/A,-9.45,0.79,-5.82,,,,,,,,,,,,,
Right,P1,0,3,154.69,N/A,-8.85,N/A,-6.22,,,,,,,,,,,,,
Right,P1,0,3,125.26,1.31,-2.70,10.75,N/A,,,,,,,,,,,,,
Right,P1,0,3,123.57,6.01,-1.06,11.23,N/A,,,,,,,,,,,,,
Right,P1,0,3,121.31,4.88,-3.57,11.85,N/A,,,,,,,,,,,,,
Right,P1,0,3,124.37,8.10,-2.63,12.36,N/A,,,,,,,,,,,,,
Right,P1,0,3,124.82,6.75,-2.07,11.29,N/A,,,,,,,,,,,,,
Right,P1,0,3,156.52,N/A,-4.18,18.60,N/A,,,,,,,,,,,,,
Right,P1,0,3,154.33,N/A,-2.49,18.76,N/A,,,,,,,,,,,,,
Right,P1,0,3,155.95,N/A,-2.92,16.71,N/A,,,,,,,,,,,,,
Right,P1,0,3,156.47,N/A,-2.75,17.59,N/A,,,,,,,,,,,,,
Right,P1,0,3,155.50,N/A,-2.05,18.33,N/A,,,,,,,,,,,,,
Right,P1,0,3,120.74,4.63,-1.80,N/A,-17.24,,,,,,,,,,,,,
Right,P1,0,3,125.70,6.03,-3.36,N/A,-17.83,,,,,,,,,,,,,
Right,P1,0,3,125.30,4.42,-3.80,N/A,-17.43,,,,,,,,,,,,,
Right,P1,0,3,123.91,5.07,-4.37,N/A,-16.90,,,,,,,,,,,,,
Right,P1,0,3,122.55,4.25,-2.24,N/A,-15.85,,,,,,,,,,,,,
Right,P1,0,3,141.57,7.19,N/A,N/A,-17.56,,,,,,,,,,,,,
Right,P1,0,3,143.90,6.25,N/A,N/A,-16.38,,,,,,,,,,,,,
Right,P1,0,3,144.34,5.50,N/A,N/A,-16.24,,,,,,,,,,,,,
Right,P1,0,3,143.54,5.60,N/A,N/A,-15.80,,,,,,,,,,,,,
Right,P1,0,3,145.01,6.03,-0.51,N/A,-17.73,,,,,,,,,,,,,
Right,P1,0,3,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P1,0,3,128.22,4.93,N/A,N/A,-8.48,,,,,,,,,,,,,
Right,P1,0,3,126.02,7.58,N/A,N/A,-8.93,,,,,,,,,,,,,
Right,P1,0,3,128.15,5.71,N/A,N/A,-8.50,,,,,,,,,,,,,
Right,P1,0,3,127.39,4.95,N/A,N/A,-9.02,,,,,,,,,,,,,
Right,P1,0,3,124.77,3.85,-0.16,N/A,-9.52,,,,,,,,,,,,,
Right,P1,0,4,132.89,N/A,-4.57,8.63,N/A,,,,,,,,,,,,,
Right,P1,0,4,141.31,N/A,-8.25,16.03,N/A,,,,,,,,,,,,,
Right,P1,0,4,142.94,N/A,-8.88,17.30,N/A,,,,,,,,,,,,,
Right,P1,0,4,142.37,N/A,-10.92,19.99,N/A,,,,,,,,,,,,,
Right,P1,0,4,135.72,N/A,-9.60,17.07,N/A,,,,,,,,,,,,,
Right,P1,0,4,136.26,12.72,N/A,N/A,-19.01,,,,,,,,,,,,,
Right,P1,0,4,134.42,13.33,N/A,N/A,-18.71,,,,,,,,,,,,,
Right,P1,0,4,133.89,15.87,N/A,N/A,-16.83,,,,,,,,,,,,,
Right,P1,0,4,134.81,17.31,N/A,N/A,-16.84,,,,,,,,,,,,,
Right,P1,0,4,135.44,18.34,N/A,N/A,-17.98,,,,,,,,,,,,,
Right,P1,0,4,140.39,N/A,-8.22,9.05,N/A,,,,,,,,,,,,,
Right,P1,0,4,139.39,N/A,-6.60,11.08,N/A,,,,,,,,,,,,,
Right,P1,0,4,140.00,N/A,-7.41,11.46,N/A,,,,,,,,,,,,,
Right,P1,0,4,139.26,N/A,-6.60,9.15,N/A,,,,,,,,,,,,,
Right,P1,0,4,139.67,N/A,-8.14,12.54,N/A,,,,,,,,,,,,,
Right,P1,0,4,146.96,0.39,-4.04,N/A,-9.88,,,,,,,,,,,,,
Right,P1,0,4,147.91,N/A,-5.45,N/A,-10.84,,,,,,,,,,,,,
Right,P1,0,4,148.94,N/A,-5.80,N/A,-10.77,,,,,,,,,,,,,
Right,P1,0,4,147.35,2.31,-2.89,N/A,-11.25,,,,,,,,,,,,,
Right,P1,0,4,147.64,0.51,-3.51,N/A,-10.92,,,,,,,,,,,,,
Right,P1,0,4,122.71,5.81,-0.21,11.22,N/A,,,,,,,,,,,,,
Right,P1,0,4,123.40,6.26,N/A,14.33,N/A,,,,,,,,,,,,,
Right,P1,0,4,124.37,8.82,-2.74,18.80,N/A,,,,,,,,,,,,,
Right,P1,0,4,125.98,9.17,-2.18,15.57,N/A,,,,,,,,,,,,,
Right,P1,0,4,126.24,9.75,-1.91,16.78,N/A,,,,,,,,,,,,,
Right,P1,0,4,144.44,N/A,-6.73,5.44,-0.44,,,,,,,,,,,,,
Right,P1,0,4,145.42,0.83,-3.65,5.35,N/A,,,,,,,,,,,,,
Right,P1,0,4,146.25,0.88,-2.33,3.28,N/A,,,,,,,,,,,,,
Right,P1,0,4,145.90,1.31,-2.29,3.12,N/A,,,,,,,,,,,,,
Right,P1,0,4,145.94,0.86,-1.55,4.10,N/A,,,,,,,,,,,,,
Right,P1,0,4,130.19,7.98,-1.46,3.52,-6.23,,,,,,,,,,,,,
Right,P1,0,4,134.08,7.14,-1.94,7.03,-6.60,,,,,,,,,,,,,
Right,P1,0,4,130.41,8.15,-0.73,4.50,-6.48,,,,,,,,,,,,,
Right,P1,0,4,130.50,9.91,-0.02,5.84,-7.92,,,,,,,,,,,,,
Right,P1,0,4,131.73,10.66,-0.48,6.88,-6.00,,,,,,,,,,,,,
Right,P1,0,4,133.56,10.67,N/A,N/A,-19.26,,,,,,,,,,,,,
Right,P1,0,4,132.76,9.31,N/A,N/A,-17.84,,,,,,,,,,,,,
Right,P1,0,4,133.48,7.84,N/A,N/A,-21.15,,,,,,,,,,,,,
Right,P1,0,4,134.09,8.16,N/A,N/A,-22.16,,,,,,,,,,,,,
Right,P1,0,4,134.08,8.49,N/A,N/A,-21.36,,,,,,,,,,,,,
Right,P1,0,4,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,
Right,P1,0,4,132.60,1.78,-0.33,N/A,-4.01,,,,,,,,,,,,,
Right,P1,0,4,132.61,3.01,N/A,N/A,-3.24,,,,,,,,,,,,,
Right,P1,0,4,133.31,2.34,N/A,N/A,-4.90,,,,,,,,,,,,,
